"codice_tipologia","provincia","regione","soggetto","formato","prodotto","produttore"
"L8","TR","Umbria","Salute","Oracle","Impax","Agfa"
"L7","TR","Umbria","Salute","Oracle","Impax","Agfa"
"L7","BS","Lombardia","Salute","DBMS Sql","Impiantistica","A.M. Informatica S.r.l."
"L7","LO","Lombardia","Salute","Dbms oracle","IMPRES@","Avelco"
"L7","BS","Lombardia","Salute","DBMS Sql","IMPREVIA-SIAN","Sviluppo interno"
"L34","VE","Veneto","Salute","Db2","Impulss","Eagle Informatica"
"C7","RM","Lazio","Altro: Paghe personale","Ms sql server","Inaz","Inaz"
"L34","SV","Liguria","Altro: edilizia residenziale pubblica","Ms sql","InCasa","Sigeco-css"
"L34","VE","Veneto","Lavoro","Sql","Infobusiness","Zucchetti spa"
"L7","PT","Toscana","Salute","Sqlserver","Infoclin","Dedalus"
"L8","MI","Lombardia","Salute","Sql server","Infoclin","Dedalus"
"L8","MI","Lombardia","Salute","Sql server","INFOCLIN - LDIM","Dedalus"
"L8","MI","Lombardia","Salute","Sql server","INFOCLIN - PSC","Dedalus"
"L7","TR","Umbria","Salute","Postgresql","Infodip","Goodmen"
"L7","TR","Umbria","Salute","Postgresql","Infodip","Goodmen S.r.l."
"L7","TR","Umbria","Salute","Microsoft access","Info DRC","Goodmen"
"L7","CA","Sardegna","Salute","Dbms oracle","INFOHEALTH","Facility & Health Division – Gruppo IB"
"L8","GE","Liguria","Infrastrutture","Microsoft sql server","INFOHEALTH","IB Software"
"L34","VE","Veneto","Lavoro","Microsoft sql server","Infoline Stipendi","Infoline srl"
"L8","PZ","Basilicata","Lavoro","Dbms oracle","INFOPOINT","Coop. Edp la traccia"
"L7","MI","Lombardia","Salute","Oracle","Infortuni","DSP"
"L34","VE","Veneto","Lavoro","Microsoft sql server","Infoweb","Selesta ingegneria"
"L34","UD","Friuli Venezia Giulia","Lavoro","Sql server","INFRASRUTTURE E STRUMENTI","Nord Est Systems S.r.l."
"L34","VE","Veneto","Previdenza e assistenza","Microsoft sql server","Inpdap","Inpdap"
"L7","VE","Veneto","Salute","Oracle","Insiel Mercato","Licenza d'uso"
"L8","BA","Puglia","Salute","Sql server 2008 r2","INTELLILAB","DATA SOFTWARE S.R.L."
"L8","PR","Emilia Romagna","Comunicazioni","Mysql","Internet - Wordpress","SEDOC S.r.l."
"L7","PG","Umbria","Salute","IBM LOTUS Domino - MYsql","InterPA","Sistematica S.p.a."
"L7","VA","Lombardia","Salute","Sql server","Interpro","WiCome SpA"
"L34","PD","Veneto","Previdenza e assistenza","Sql","INTESI PLATFORM SOLUTION","Donato Bilancia"
"L8","GE","Liguria","Comunicazioni","Microsoft Sharepoint","INTRANET PORTAL","Istituto Giannina Gaslini"
"L7","PI","Toscana","Salute","Dbms oracle","Inva","Insiel"
"L7","BO","Emilia Romagna","Salute","Dbms oracle","Invalidi civili","Engeenering"
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","INVENTARIO","Cba informatica s.r.l."
"L34","VI","Veneto","Bilancio","Firebird","INVENTARIO","Cba informatica s.r.l."
"L34","MO","Emilia Romagna","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"L34","TV","Veneto","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"L34","VI","Veneto","Bilancio","Firebird","Inventario beni","Cba informatica srl"
"L34","TV","Veneto","Altro: gestione amministrativa","Firebird","Inventario beni","Cba informatica srl"
"L34","VI","Veneto","Bilancio","Firebird","Inventario beni","Cba informatica srl"
"L34","VI","Veneto","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"L34","VI","Veneto","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"L34","TV","Veneto","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"L34","RE","Emilia Romagna","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"C7","CN","Piemonte","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"C7","PD","Veneto","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"L34","PD","Veneto","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"L34","VI","Veneto","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"L34","VI","Veneto","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"L34","TV","Veneto","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"L34","RA","Emilia Romagna","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"L34","PD","Veneto","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"L34","TV","Veneto","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"L34","PD","Veneto","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"L34","TV","Veneto","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"L34","TV","Veneto","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"L34","UD","Friuli Venezia Giulia","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"L34","VI","Veneto","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"L34","VR","Veneto","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"L34","PD","Veneto","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"L34","VI","Veneto","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"L34","VI","Veneto","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"L34","MB","Lombardia","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"L34","RA","Emilia Romagna","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","Inventario beni","Cba informatica s.r.l."
"L34","FE","Emilia Romagna","Bilancio","Firebord","INVENTARIO BENI","Cba Informatica s.r.l. viale Trento, n. 56 - 38068 Rovereto (TN) P.IVA 01854700224"
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","INVENTARIO BENI","Cba Informaticva S.r.l."
"L34","VR","Veneto","Salute","Microsoft sql server","Inventario beni, cespiti e manutenzioni","Esakon snc"
"L34","VI","Veneto","Bilancio","Microsoft sql server","Inventario beni, cespiti e manutenzioni","Esakon snc"
"L34","PC","Emilia Romagna","Salute","Microsoft sql server","Inventario beni, cespiti e manutenzioni","Esakon snc"
"L34","VE","Veneto","Salute","Microsoft sql server","Inventario beni, cespiti e manutenzioni","Esakon snc"
"L7","PG","Umbria","Salute","Mysql","IONIO","Azienda USL Umbria 1"
"L7","MI","Lombardia","Salute","Oracle","Ippocrate","GPI"
"L7","TO","Piemonte","Salute","Oracle","Ippocrate","G.P.I. S.p.a."
"L7","TO","Piemonte","Salute","Cache","Ippocrate","G.P.I. S.p.a."
"L8","SO","Lombardia","Salute","Dbms oracle","Ippocrate Anagrafe","GPI Spa - Trento"
"L8","SO","Lombardia","Salute","Dbms oracle","Ippocrate Cartelle","GPI Spa - Trento"
"L8","SO","Lombardia","Salute","Dbms oracle","Ippocrate DEA","GPI Spa - Trento"
"L8","SO","Lombardia","Salute","Dbms oracle","Ippocrate Richieste","GPI Spa - Trento"
"L7","AQ","Abruzzo","Salute","Rdbms oracle","IRIDE","Engineering"
"L7","MI","Lombardia","Salute","Sql","Iride web","Maggioli"
"L7","MI","Lombardia","Salute","Sql","Iride web","Maggioli"
"L7","CN","Piemonte","Salute","Oracle","IRIS","Mondo edp"
"L7","AO","Valle D'Aosta","Lavoro","Oracle","Irisweb","Mondo edp"
"L7","AO","Valle D'Aosta","Lavoro","Oracle","IrisWin","Mondo edp"
"L7","TO","Piemonte","Altro: specificare : Gestione del personale","Oracle","Iriswin","Mondo edp s.r.l."
"L8","SO","Lombardia","Gestione Personale dipendente","Dbms oracle","Iriswin","Mondo EDP S.r.l Cuneo"
"L8","BA","Puglia","Lavoro","Oracle 11g","Iris win","Mondo edp"
"L8","CR","Lombardia","Salute","DBMS sqlserver","ISite","PHILIPS  S.p.A."
"L8","MI","Lombardia","Salute","Dbms oracle","Isolabella","Praezision"
"L7","BS","Lombardia","Salute","SQL-Server","Isolabella","Praezision-life"
"L8","BS","Lombardia","Salute","Dbms oracle","Isolabella","Praezision-life"
"L7","BS","Lombardia","Salute","Dbms oracle","Isolabella","Praezision-life"
"L7","BS","Lombardia","Salute","Dbms oracle","Isolabella","Praezision-life"
"L8","BG","Lombardia","Salute","Dbms oracle","Isolabella","Praezision Life s.r.l."
"L7","MN","Lombardia","Salute","Dbms sql server","Isolabella","Praezision Life s.r.l."
"L7","CR","Lombardia","Salute","Sql server","Isolabella","Praezision Srl - Bodio Lomnago (VA)"
"L7","MI","Lombardia","Salute","Dbms MS SQL Server","Isolabella/Soldanella","Praezision life srl"
"L7","PD","Veneto","Salute","Oracle","ITEASY","Iteasy di P. Soranzo & C. s.n.c."
"L7","TE","Abruzzo","Altro:personale","Oracle","JEnte","Infor"
"L7","TE","Abruzzo","Altro:personale","Oracle","JEnte","Infor"
"L8","CZ","Calabria","Gestione documentale","Sql server","JEnte","Infor"
"L7","TE","Abruzzo","Altro:personale","Oracle","JEnte","Infor"
"L8","PR","Emilia Romagna","Infrastrutture","Oracle","Jmetis","Consorzio Metis"
"L34","VE","Veneto","Salute","SQL Oracle","Jobtime","Infoline"
"L8","VA","Lombardia","Lavoro","Dbms oracle","Jobtime","Infoline"
"L7","BO","Emilia Romagna","Salute","Dbms oracle","Jobtime","Infoline"
"L7","PI","Toscana","Personale","Dbms oracle","Jobtime","Info-line"
"L8","MI","Lombardia","Salute","Dbms oracle","JobTime","Info-line S.r.l."
"L7","VA","Lombardia","Salute","Oracle","Jobtime","Infoline srl"
"L8","PR","Emilia Romagna","Lavoro","Oracle","JobTime - Stato di Servizio","Info line S.r.l."
"L7","MI","Lombardia","Salute","Oracle. La base dati è in outsourcing","JSIPE","Santer-Reply"
"L8","PZ","Basilicata","Comunicazioni","Dbms mysql","Kaistar","Regione Basilicata"
"L7","CR","Lombardia","Amministrazione","Sql server","Karin","Sistemaintranet.com Snc - Porto Mantovano (MN)"
"L7","PG","Umbria","Salute","Oracle","Keyfor Formazione","KEYFOR S.r.l."
"L7","PI","Toscana","Bilancio","Dbms oracle","Khalix","Dedalus"
"L7","BZ","Trentino Alto Adige","Salute","Dbms oracle","KIS","Medarchiver"
"L7","PI","Toscana","Salute","Dbms oracle","Kosmos","Dedalus"
"L7","PI","Toscana","Salute","DBMS sqlserver","Kovis","Kodac"
"L7","PI","Toscana","Salute","DBMS sqlserver","Kovis","Kodac"
"L7","BZ","Trentino Alto Adige","Salute","Dbms oracle","KY2HELP (OnlineSupport)","KYBERNA"
"L7","CI","Sardegna","Salute","Oracle","Laboratorio Analisi","Service Life S.r.l."
"L7","CR","Lombardia","Salute","Sql server","Lamiacittà Servizi SocioSanitari","Progetti di Impresa srl - Modena"
"L7","BZ","Trentino Alto Adige","Salute","Dbms oracle","LANDESK","LANDESK"
"L7","VA","Lombardia","Salute","Sql server","Lapis Legale","Alder srl"
"L34","VE","Veneto","Trasparenza","Microsoft sql server","Lapisweb","Alder srl"
"L7","TO","Piemonte","Salute","Oracle","LAPIS WEB","Alder s.r.l"
"L7","RO","Veneto","Salute","Dbms oracle","LARES","GPI"
"L7","BO","Emilia Romagna","Salute","Dbms oracle","LAT","Data processing"
"L7","TR","Umbria","Salute","Microsoft sql server","Legal Archive","IFIN Sistemi Srl"
"L7","AO","Valle D'Aosta","Salute","Caché","Leonardo","CIC scrl"
"L7","TO","Piemonte","Salute","Oracle","Lettera di dimissione ospedaliera","ASL TO5"
"L7","PT","Toscana","Salute","Oracle","LHA","Dedalus"
"L7","BO","Emilia Romagna","Salute","Sqlserver","Libranet","Infocert"
"L7","CR","Lombardia","Salute","Oracle","Lims","Polisystem Informatica Srl - Rovigo"
"L7","PI","Toscana","Salute","DBMS sqlserver","LifeCall","Gruppo Informatico"
"L7","LU","Toscana","Salute","Dbms oracle","LIS","Dedalus"
"L8","GE","Liguria","Salute","Dbms oracle","LIS","Licenza d'uso"
"L7","TR","Umbria","Salute","Oracle","LIS","Siemens"
"L7","TR","Umbria","Salute","Oracle","LIS","Siemens"
"L7","RO","Veneto","Salute","Dbms oracle","LISA AMBULATORIALE","Insiel mercato"
"L7","RO","Veneto","Salute","Dbms oracle","LISA CLINICO","Insiel mercato"
"L7","RO","Veneto","Salute","Dbms oracle","LISA SALE OPERATORIE","Insiel mercato"
"L34","MB","Lombardia","Previdenza e assistenza","Firebird","LISTA D'ATTESA","Cba informatica s.r.l."
"L34","VI","Veneto","Previdenza e assistenza","Firebird","LISTE DI ATTESA","Cba informatica s.r.l."
"L7","TR","Umbria","Salute","Mysql","Liste operatorie","AUSL Umbria 2"
"L7","AQ","Abruzzo","Salute","RDBMS Mysql","Log80","Loccioni"
"L7","PG","Umbria","Salute","Mysql","LOGIX gestione nati","Logix"
"L8","RC","Calabria","Salute","DBMS -SQL Server","LURTO","Cooperativa E.D.P. La Traccia - Matera"
"L7","AQ","Abruzzo","Salute","RDBMS Microsoft SQLServer","LURTO","Traccia"
"L8","MI","Lombardia","Altro: gestione Risorse Umane","Dbms oracle","Maestro","Windex di Verona"
"L7","TE","Abruzzo","Altro: amministrazione","DB2 su AS400","MAG01","Iasi s.rl."
"L34","VI","Veneto","Bilancio","Firebird","Magazzino","Cba informatica srl"
"L34","TV","Veneto","Altro: gestione magazzino e approvvigionamenti dell'Ente","Firebird","Magazzino","Cba informatica srl"
"L34","VR","Veneto","Bilancio","Firebird","Magazzino","Cba informatica srl"
"L34","VI","Veneto","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"C7","TO","Piemonte","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","TV","Veneto","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","MO","Emilia Romagna","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","VR","Veneto","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","RO","Veneto","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","VR","Veneto","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","PR","Emilia Romagna","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","PD","Veneto","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","VI","Veneto","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","VI","Veneto","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","PN","Friuli Venezia Giulia","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","TV","Veneto","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","IM","Liguria","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","VI","Veneto","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","PD","Veneto","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","VR","Veneto","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","RA","Emilia Romagna","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","VI","Veneto","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","BL","Veneto","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","VI","Veneto","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","TV","Veneto","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","PD","Veneto","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","RE","Emilia Romagna","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","VE","Veneto","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"C7","PD","Veneto","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","UD","Friuli Venezia Giulia","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","PD","Veneto","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","FE","Emilia Romagna","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"C7","TO","Piemonte","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","UD","Friuli Venezia Giulia","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","RE","Emilia Romagna","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","MO","Emilia Romagna","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","BO","Emilia Romagna","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","MO","Emilia Romagna","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","FC","Emilia Romagna","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","MB","Lombardia","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","RE","Emilia Romagna","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","TS","Friuli Venezia Giulia","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","BO","Emilia Romagna","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","UD","Friuli Venezia Giulia","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","Magazzino","Cba informatica s.r.l."
"L34","FE","Emilia Romagna","Bilancio","Firebord","MAGAZZINO","Cba Informatica s.r.l. viale Trento, n. 56 - 38068 Rovereto (TN) P.IVA 01854700224"
"L8","MN","Lombardia","Salute","Dbms oracle","Magazzino","Data processing"
"L8","BG","Lombardia","Salute","Dbms oracle","Magazzino","Data Processing S.p.a."
"L8","MB","Lombardia","Salute","Dbms oracle","Magazzino","Data Processing Via del Lavoro, 17 40127 Bologna"
"L7","AL","Piemonte","Salute","DB2 AS/400","Magazzino","Dedalus"
"L34","PC","Emilia Romagna","Salute","Microsoft sql server","Magazzino","Esakon snc"
"L34","VR","Veneto","Salute","Microsoft sql server","Magazzino","Esakon snc"
"L34","VE","Veneto","Salute","Microsoft sql server","Magazzino","Esakon snc"
"L7","PZ","Basilicata","Salute","Oracle","Magellano","Software Team"
"L7","PZ","Basilicata","Salute","Oracle","Magellano","Software Team"
"L7","MN","Lombardia","Salute","Dbms oracle","Magellano","SOFTWARE TEAM S.r.l."
"L7","MN","Lombardia","Salute","Dbms sql server","MAIA INTRANET","SISTEMAINTRANET.COM S.n.c."
"L8","CO","Lombardia","Salute","Dbms oracle","Margherita 3","GiViTi"
"L8","CO","Lombardia","Salute","Dbms oracle","Margherita 3","GiViTi"
"L8","CO","Lombardia","Salute","Dbms Postgres","Margherita 3","GiViTi"
"L8","CO","Lombardia","Salute","Dbms oracle","Margherita 3","GiViTi"
"L7","AL","Piemonte","Salute","Postgres","Margherita TRE","Istituto Mario Negri"
"L7","LU","Toscana","Salute","Dbms oracle","MDB","Engineering"
"L7","VA","Lombardia","Salute","Sql server","MDL","InITEC Internet & Information Technology Consulting"
"L7","AO","Valle D'Aosta","Lavoro","Postgres","Me4RT","Medas"
"L7","BZ","Trentino Alto Adige","Salute","Dbms oracle","MEDARCHIVER","Medarchiver"
"L8","PZ","Basilicata","Salute","Sql server","Media Production","Ebit Aet"
"L8","MI","Lombardia","Salute","Dbms oracle","Medical Tutorial","A.O. Niguarda Ca Granda"
"L7","PG","Umbria","Salute","Mysql","Medicina sportiva","Azienda USL Umbria 1"
"L7","TR","Umbria","Salute","Microsoft sql server","Medioscopio","Nike srl"
"L7","OR","Sardegna","Salute","Dbms oracle","Medir","RTI (Engineering.mo, AICOF, CGM)"
"L7","OG","Sardegna","Salute","Dbms oracle","Medir","RTI (Engineering.mo, AICOF, CGM)"
"L7","VS","Sardegna","Salute","Dbms oracle","Medir","RTI (Engineering.mo, AICOF, CGM)"
"L7","SS","Sardegna","Salute","Dbms oracle","Medir","RTI (Engineering.mo, AICOF, CGM)"
"L7","CI","Sardegna","Salute","Dbms oracle","Medir","RTI (Engineering.mo, AICOF, CGM)"
"L7","OT","Sardegna","Salute","Dbms oracle","Medir","RTI (Engineering.mo, AICOF, CGM)"
"L7","CA","Sardegna","Salute","Dbms oracle","Medir","RTI (Engineering.mo, AICOF, CGM)"
"L8","CR","Lombardia","Salute","Firebird","Mediscopio 2000","Nike srl"
"L7","FE","Emilia Romagna","Salute","MSSQL2005","MedsOffice - Agenda / GastroWeb","Dedalus"
"L8","CR","Lombardia","Salute","DBMS QLServer","Medware","Sined"
"L7","BZ","Trentino Alto Adige","Salute","Sql server","Medware","Sined"
"L7","BI","Piemonte","Salute","Microsoft Sql Server 2000","Medware","Sined"
"L7","TE","Abruzzo","Salute","SQL Server 2005 SE","MEDWARE","Sined s.r.l."
"L34","VI","Veneto","Economato","Firebird","MENU' E PASTI","Cba informatica s.r.l."
"L7","BO","Emilia Romagna","Salute","Dbms oracle","Mercurio","Noemalife"
"L7","PZ","Basilicata","Salute","Oracle","Mercurio","Software Team"
"L7","PZ","Basilicata","Salute","Oracle","Mercurio","Software Team"
"L34","PD","Veneto","Lavoro","Sql","MESSAGGISTICA SITO","GENERALSOFT S.r.l."
"L7","PT","Toscana","Salute","Oracle","Metis","Consorzio Metis"
"L8","PR","Emilia Romagna","Lavoro","Oracle","Metis - Dosimetria","Consorzio Metis"
"L34","VI","Veneto","Bilancio","Mssqlserver","Metodo Evolus","Metodo S.p.A."
"L34","RE","Emilia Romagna","Bilancio","Mssqlserver","Metodo Evolus","Metodo S.p.A."
"L34","VI","Veneto","Bilancio","Mssqlserver","Metodo Evolus","Metodo S.p.A."
"L34","RE","Emilia Romagna","Bilancio","Mssqlserver","Metodo Evolus","Metodo S.p.A."
"L7","AO","Valle D'Aosta","Lavoro","Postgres","MeViewer","Medas"
"L7","RO","Veneto","Salute","Dbms oracle","MFp","Ciditech"
"L7","VA","Lombardia","Salute","Sql server","MFP","Ciditech srl"
"L7","BS","Lombardia","Salute","DBMS Sql","MFP","Ciditech s.r.l."
"L7","LO","Lombardia","Salute","Sqlserver","MFP5","Ciditech"
"L7","BS","Lombardia","Salute","DBMS Sql","MFP-DISABILI","Ciditech s.r.l."
"L7","CR","Lombardia","Salute","Sql server","Mfp - Serd","CIDITECH Srl - Vigasio (VR)"
"L7","MN","Lombardia","Bilancio","Dbms sql server","Microsoft Dynamics Nav 2009 R2","EID s.r.l."
"L34","TV","Veneto","Lavoro","Sql","Microsoft Outlook","Microsoft"
"L8","MI","Lombardia","Ricerca e innovazione","Mysql","Mild","Istituto Nazionale Tumori Milano"
"L8","PR","Emilia Romagna","Salute","Oracle","Millennium","A. Menarini Diagnostics"
"L34","PD","Veneto","Salute","Sybase","Millewin","Millenium srl"
"L34","PD","Veneto","Salute","Microsoft sql","MILLEWIN","Millenium S.r.l."
"L34","TN","Trentino Alto Adige","Salute","Sybase","Millewin","Millennium S.r.l. Gruppo Dedalus"
"L7","AQ","Abruzzo","Salute","Rdbms oracle","MIR-BO","M.I.R."
"L7","MN","Lombardia","Salute","Dbms Firebird","MKT","MKT S.r.l."
"L8","PZ","Basilicata","Lavoro","Dbms oracle","MOD 770","Publisys S.p.A"
"L34","TV","Veneto","Lavoro","Firebird","MOD. 770","Cba informatica s.r.l."
"L34","PD","Veneto","Lavoro","Firebird","MOD. 770","Cba informatica s.r.l."
"L34","PD","Veneto","Lavoro","Firebird","Modello 770","Cba informatica srl"
"L7","PI","Toscana","Salute","Dbms oracle","MoDs","Dedalus"
"L8","CZ","Calabria","Protocollo informatico","Oracle","Modulab","Instrumentation Laboratory"
"L7","LO","Lombardia","Salute","Dbms oracle","Modulo impiantistica","Avelco"
"L7","LO","Lombardia","Salute","Dbms oracle","Modulo Medicina Preventiva delle Comunità","Avelco"
"L7","LO","Lombardia","Salute","Dbms oracle","Modulo PSAL","Avelco"
"L7","LO","Lombardia","Contabilità","Dbms oracle","Modulo RDA WEB","Santer - Reply"
"L7","LO","Lombardia","Salute","Dbms oracle","Modulo SIAN","Avelco"
"L7","TR","Umbria","Salute","Microsoft access","Monitoraggio prescrizioni","Goodmen"
"L7","MI","Lombardia","Salute","Dbms mysql","Mortalità","ASL Milano 1"
"L8","MI","Lombardia","Salute","Sql server","Mosaic","Elekta"
"L8","TR","Umbria","Salute","Sql server","Mosaiq","Elekta"
"L7","LO","Lombardia","Salute","Dbms oracle","MPSolution","DSP"
"L8","CR","Lombardia","Salute","Dbms oracle","Mpsolution","DSP srl"
"L7","AL","Piemonte","Salute","Ms-sql","MOW","Dedalus"
"L7","AL","Piemonte","Salute","Ms-sql","MOW","Dedalus"
"L8","PV","Lombardia","Salute","Dbms oracle","MP-SOLUTION","DSP"
"L8","GE","Liguria","Salute","Dbms oracle","MrYOU","Artexe SpA"
"L8","GE","Liguria","Altro: gestione accessi","Microsoft sql server","MrYOU","Artexe SpA"
"L7","MI","Lombardia","Altro: amministrazione","File system","MS File Share","Microsoft Italia Srl"
"L7","MI","Lombardia","Salute","Sql","MTS Web","Invisiblefarm"
"L7","FE","Emilia Romagna","Salute","ORACLE10","MyAliseo","Windex"
"L8","MI","Lombardia","Altro: gestione Risorse Umane","Dbms oracle","MyAliseo","Windex di Verona"
"L8","CR","Lombardia","Salute","Dbms oracle","MyAliseo","Windex srl"
"L7","FE","Emilia Romagna","Salute","ORACLE10","Mysanità","Delta informatica"
"L7","VB","Piemonte","Salute","Mssql","MyStar","MetaDieta"
"L7","AL","Piemonte","Salute","Ms-sql","Mystar","Meteda"
"L7","BO","Emilia Romagna","Salute","Sqlserver","Mystar","Meteda"
"L8","MB","Lombardia","Salute","Dbms oracle","MyStar","METEDA Via Silvio Pellico, 4 63074 San Benedetto del Tr. (AP)"
"L8","CR","Lombardia","Salute","DBMS QLServer","MyStarConnect","Meteda"
"L7","BS","Lombardia","Salute","SQL-Server","MyStarConnect","Me.Te.Da"
