"codice_tipologia","provincia","regione","soggetto","formato","prodotto","produttore"
"L34","TV","Veneto","Altro: gestione amministrativa","Firebird","DELIBERE","Cba informatica srl"
"L34","TV","Veneto","Bilancio","Firebird","DELIBERE","Cba informatica s.r.l."
"L34","TV","Veneto","Bilancio","Firebird","DELIBERE","Cba informatica s.r.l."
"L34","TV","Veneto","Bilancio","Firebird","DELIBERE","Cba informatica s.r.l."
"L34","PD","Veneto","Bilancio","Firebird","DELIBERE","Cba informatica s.r.l."
"L34","TV","Veneto","Bilancio","Firebird","DELIBERE","Cba informatica s.r.l."
"C7","CN","Piemonte","Bilancio","Firebird","DELIBERE","Cba informatica s.r.l."
"L34","TV","Veneto","Bilancio","Firebird","DELIBERE","Cba informatica s.r.l."
"L7","BI","Piemonte","Salute","Microsoft Sql Server 2008 R2","Delibere","Padigitale"
"L7","FE","Emilia Romagna","Salute","ORACLE8","DELPHI","Newteam"
"L7","PG","Umbria","Salute","Oracle","Demetra","Noemalife"
"L7","IM","Liguria","Salute","Database Oracle","Demetra","Noemalife"
"L7","FE","Emilia Romagna","Salute","ORACLE10","Demetra","Noemalife"
"L7","BO","Emilia Romagna","Salute","Dbms oracle","Demetra","Noemalife"
"L34","VI","Veneto","Previdenza e assisternza","Firebird","Denaro ospiti","Cba informatica srl"
"L34","VR","Veneto","Previdenza e assistenza","Firebird","Denaro ospiti","Cba informatica srl"
"L34","VE","Veneto","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"C7","TO","Piemonte","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","PD","Veneto","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","VI","Veneto","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","VR","Veneto","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","MO","Emilia Romagna","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","TV","Veneto","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","RO","Veneto","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","VI","Veneto","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","TV","Veneto","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","VI","Veneto","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","VI","Veneto","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"C7","TO","Piemonte","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","VI","Veneto","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","PD","Veneto","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","RE","Emilia Romagna","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","TV","Veneto","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","IM","Liguria","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","UD","Friuli Venezia Giulia","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","FC","Emilia Romagna","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","TV","Veneto","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","PN","Friuli Venezia Giulia","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"C7","TO","Piemonte","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","TV","Veneto","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","VR","Veneto","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","TV","Veneto","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","PR","Emilia Romagna","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","UD","Friuli Venezia Giulia","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","UD","Friuli Venezia Giulia","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","MO","Emilia Romagna","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","BO","Emilia Romagna","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","RE","Emilia Romagna","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","PR","Emilia Romagna","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","MO","Emilia Romagna","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","BO","Emilia Romagna","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Previdenza e assistenza","Firebird","DENARO OSPITI","Cba informatica s.r.l."
"L7","CI","Sardegna","Salute","Oracle, Sql Server 2005","Diabetologia","Dedalus, LifeScan"
"L8","BG","Lombardia","Salute","Dbms oracle","Diabetologia","Me.Te.Da. s.r.l."
"L7","CA","Sardegna","Salute","Sql server","Dicomed Broker","Ebit Aet"
"L8","PR","Emilia Romagna","Bilancio","Sql server","Diapason","Gruppo Formula SpA"
"L8","PZ","Basilicata","Salute","Sql server","Dicomed Broker","Ebit Aet"
"L7","CA","Sardegna","Salute","Sql server","Dicomed Media Production","Ebit Aet"
"L7","CA","Sardegna","Salute","Sql server","Dicomed Pacs","Ebit Aet"
"L8","PZ","Basilicata","Salute","Sql server","Dicomed Pacs","Ebit Aet"
"L8","BA","Puglia","Salute","Sql Server 2008","DICOMED PACS","Esaote"
"L8","BO","Emilia Romagna","Salute","Oracle","Digistat","UMS"
"L8","BO","Emilia Romagna","Salute","Oracle","Digistat","UMS"
"L8","BO","Emilia Romagna","Salute","Sqlserver","Digistat","UMS - unioted medical software"
"L7","VE","Veneto","Salute","Microsft SQL","Digistat Rianimazione","UMS"
"L7","VE","Veneto","Salute","Microsft SQL","Digistat SaleOperatorie","UMS"
"L34","MB","Lombardia","Salute","Mysql","DIGITAL SIGN","DIGITAL SIGN COORPORATION"
"L8","MI","Lombardia","Bilancio","Dbms oracle","DigitGO","GPI s.p.a. di Trento"
"L7","PI","Toscana","Salute","Dbms oracle","DN-Web","Noemalife"
"L7","MN","Lombardia","Salute","Dbms oracle","Dipendenze","L. MOLTENI E C. DEI F.LLI ALITTI SOC. DI ESERCIZIO S.P.A. UNIP"
"L7","MI","Lombardia","Salute","Dbms mysql","Dipendenze","Molteni Farmaceutici Spa"
"L7","LO","Lombardia","Reportistica","Dbms oracle","Discoverer","Santer - Reply"
"L7","CZ","Calabria","Salute","Oracle , SAS , MySql","DISCOVERER-FM","Santer Replay-SAS"
"L7","PG","Umbria","Salute","Mysql","Disiweb","Azienda USL Umbria 1"
"L7","SV","Liguria","Salute","Oracle","DNWEB2","Noemalife"
"L8","TR","Umbria","Salute","Access","Ditro Accettazione","Az.Osp. S.Maria di Terni"
"L8","BO","Emilia Romagna","Salute","Oracle","DMR","Engennering"
"L8","BO","Emilia Romagna","Salute","Oracle","Dnlab","Noemalife"
"L7","RO","Veneto","Salute","Dbms oracle","Dnlab","Noemalife"
"L8","MN","Lombardia","Salute","Dbms oracle","Dnlab","Noemalife"
"L7","BI","Piemonte","Salute","Oracle","Dnlab","Noemalife"
"L7","BO","Emilia Romagna","Salute","Dbms oracle","Dnlab","Noemalife"
"L7","SV","Liguria","Salute","Oracle","Dnlab","Noemalife"
"L7","TE","Abruzzo","Salute","Oracle Home 10 g","DNLAB","Noema Life"
"L7","CA","Sardegna","Salute","Dbms oracle","DNLAB","NOEMALIFE/SERVICELIFE"
"L7","TP","Sicilia","Salute","Oracle","DNLAB","Noemalife spa"
"L8","BA","Puglia","Salute","Oracle 11g","DNLab","Noemalife S.p.a"
"L7","OG","Sardegna","Salute","Dbms oracle","Dnlab","Noemalife s.p.a."
"L8","CA","Sardegna","Salute","Rdbms oracle","Dnlab","Noemalife s.p.a."
"L8","PR","Emilia Romagna","Salute","Oracle","Dnlab","Noemalife s.p.a."
"L7","PI","Toscana","Salute","Dbms oracle","DN-LAB","Noemalife"
"L8","MB","Lombardia","Salute","Dbms oracle","Dnlab / DnTerritorio / DnWEB","NoemaLife S.p.A. Piazza Duca d’Aosta, 12 20124 Milano – ITALY"
"L8","BO","Emilia Romagna","Salute","Oracle","DnLab/DnWeb","Noemalife"
"L8","BO","Emilia Romagna","Salute","Oracle","DnLab/DnWeb","Noemalife"
"L7","AQ","Abruzzo","Salute","Rdbms oracle","Dnterritorio","Noemalife"
"L7","BI","Piemonte","Salute","Oracle","DNTerritorio","Noema Life"
"L7","PI","Toscana","Salute","Dbms oracle","DN-Territorio","Noemalife"
"L8","BO","Emilia Romagna","Salute","Oracle","Dnweb","Noemalife"
"L7","AQ","Abruzzo","Salute","Rdbms oracle","Dnweb","Noemalife"
"L8","MN","Lombardia","Salute","Dbms oracle","Dnweb","Noemalife"
"L7","TP","Sicilia","Salute","Oracle","DNWEB","Noemalife spa"
"L7","MI","Lombardia","Altro: amministrazione","Dbms mysql","DOCMA","ASL Milano 2"
"L7","CN","Piemonte","Salute","Sqlserver","DocsPA","NTT Data"
"L34","UD","Friuli Venezia Giulia","Lavoro","Sql server","DOCUMENTI","Nord Est Systems S.r.l."
"L7","MN","Lombardia","Salute","Dbms sql server","Domusmed","STUDIOSOFT INFORMATICA S.r.l."
"L7","MN","Lombardia","Salute","Dbms Firebird","Dossier","STUDIOSOFT INFORMATICA S.r.l."
"L8","PZ","Basilicata","Salute","DBMS Sql","Dossier Sanitario","Regione Basilicata"
"L7","PZ","Basilicata","Salute","Dbms mysql","Dossier Sanitario","Regione Basilicata"
"L8","PZ","Basilicata","Salute","Dbms mysql","Dossier Sanitario","Regione Basilicata"
"L7","PZ","Basilicata","Salute","DBMS Sql","Dossier Sanitario","Regione Basilicata"
"L8","PZ","Basilicata","Salute","DBMS Sql","Dossier Sanitario","Regione Basilicata"
"L7","PZ","Basilicata","Salute","DBMS Sql","Dossier Sanitario","Regione Basilicata"
"L8","PZ","Basilicata","Salute","DBMS Sql","Dossier Sanitario","Regione Basilicata"
"L7","PZ","Basilicata","Salute","DBMS Sql","Dossier Sanitario","Regione Basilicata"
"L8","PZ","Basilicata","Salute","DBMS Sql","Dossier Sanitario","Regione Basilicata"
"L7","PZ","Basilicata","Salute","DBMS Sql","Dossier Sanitario","Regione Basilicata"
"L8","PZ","Basilicata","Salute","DBMS Sql","Dossier Sanitario","Regione Basilicata"
"L7","PZ","Basilicata","Salute","DBMS Sql","Dossier Sanitario","Regione Basilicata"
"L8","PZ","Basilicata","Salute","DBMS Sql","Dossier Sanitario","Regione Basilicata"
"L7","MI","Lombardia","Salute","Sql","DoxLex","El Saidi Software"
"L7","MI","Lombardia","Salute","Oracle","DSPHealthCare","DSP"
"L7","MN","Lombardia","Bilancio","Dbms sql server","DSS Musa","IG Consulting s.r.l."
"L7","MI","Lombardia","Altro: amministrazione","Dbms MS SQL Server","DW Archive WEB","HB.IT Group Srl"
"L7","VA","Lombardia","Salute","Oracle","DWH","Oslo srl"
"L8","MI","Lombardia","Salute","Dbms oracle","DWHO","MIES S.R.L."
"L7","BS","Lombardia","Trasparenza","Mysql","Dynamic Site","Assyrus S.r.l."
"L7","BS","Lombardia","Salute","Mysql","Dynamic Site","Assyrus S.r.l."
"L7","BS","Lombardia","Trasparenza","Mysql","Dynamic Site","Assyrus S.r.l."
"L7","RO","Veneto","Salute","Dbms oracle","Easymob/Easycat/Easyde","Iteasy"
"L7","AQ","Abruzzo","Trasparenza","Rdbms oracle","ECMlaquila","NBS"
"L7","TO","Piemonte","Salute","Sqlserver","ECOLPLUS","Tesi Imaging s.p.a"
"L7","VE","Veneto","Salute","Microsft SQL","Ecoplus","Tesi immaging"
"L7","TR","Umbria","Salute","Mysql","Ecwmed","Systems Technology"
"L7","PG","Umbria","Salute","DBMS My Sql","ECWMED","System Technologies"
"L7","PG","Umbria","Salute","Mysql","ECWMED","System Tecnology S.r.l."
"L7","TO","Piemonte","Salute","Oracle","EDF","ENGINERING s.p.a."
"L7","BO","Emilia Romagna","Salute","Sqlserver","Efeso","Newteam"
"L7","BI","Piemonte","Salute","Microsoft Sql Server 2000","Effetto Farfalla","MUST"
"L8","CN","Piemonte","Altro: protocollo","Dbms","Egisto","Siscom spa"
"L7","BO","Emilia Romagna","Salute","Sqlserver","Elea","Newteam"
"L7","FE","Emilia Romagna","Salute","ORACLE8","Elea","Newteam"
"L7","TR","Umbria","Salute","4d","Elefante","Agfa"
"L7","VR","Veneto","Salute","Oracle","Elefante","Agfa"
"L8","TR","Umbria","Salute","Oracle","Elefante","Agfa"
"L8","CR","Lombardia","Salute","Dbms oracle","Elefante.net","Agfa spa"
"L8","BO","Emilia Romagna","Salute","Oracle","ELIOT","Engennering"
"L8","BO","Emilia Romagna","Salute","Oracle","Eliot","Engineering"
"L8","BO","Emilia Romagna","Salute","Oracle","Eliot","Engineering"
"L7","MI","Lombardia","Salute","Oracle","Emma","Beta80"
"L7","LU","Toscana","Salute","Dbms oracle","Emma","Beta80"
"L7","MI","Lombardia","Salute","Dbms sybase","Emma","Beta80 Spa"
"L8","CZ","Calabria","Gestione documentale","Sql server","Emodata","Tesi"
"L8","TR","Umbria","Salute","Sql server","Emodata","Tesi informatica"
"L7","PG","Umbria","Salute","Microsoft sql server","Emodata","Tesi informatica"
"L8","GE","Liguria","Salute","Dbms oracle","Emonet","Insiel mercato"
"L7","SV","Liguria","Salute","Oracle","Emonet","Insiel mercato"
"L8","MB","Lombardia","Salute","Dbms oracle","Emonet","Engineering Ingegneria Informatica spa Strada 1 palazzo D/3 - Centro Direzionale Milanofiori - 20090 Assago (Mi)"
"L8","CO","Lombardia","Salute","Dbms oracle","Emonet","Insiel"
"L7","AO","Valle D'Aosta","Salute","Oracle","Emonet","Insiel"
"L8","MI","Lombardia","Salute","Dbms oracle","Emonet","Insiel"
"L8","MI","Lombardia","Salute","Dbms oracle","Emonet","Insiel"
"L8","CO","Lombardia","Salute","Dbms oracle","Emonet","Insiel"
"L8","BS","Lombardia","Salute","Dbms oracle","Emonet","Insielmercato"
"L7","BS","Lombardia","Salute","Dbms oracle","Emonet","Insielmercato"
"L8","GE","Liguria","Salute","Dbms oracle","Emonet","Insiel mercato"
"L8","PV","Lombardia","Salute","Dbms oracle","Emonet","Insiel mercato"
"L8","VA","Lombardia","Salute","Dbms oracle","Emonet","Insiel mercato"
"L8","VA","Lombardia","Salute","Dbms oracle","Emonet","Insiel mercato"
"L8","BG","Lombardia","Salute","Dbms oracle","Emonet","Insiel mercato spa"
"L8","CR","Lombardia","Salute","Dbms oracle","Emonet","Insiel spa"
"L7","CI","Sardegna","Salute","Oracle","Emonet","Service Life S.r.l."
"L8","BO","Emilia Romagna","Salute","Sqlserver","EMO-SW","SORI-DP"
"L8","CR","Lombardia","Salute","Dbms oracle","EMOward","Insiel spa"
"L7","TO","Piemonte","Salute","Oracle","EMPOWER","Philips & ENGINERING s.p.a."
"L8","BA","Puglia","Bilancio","Oracle 11g","ENCO (gpi)","ENCO (GPI)"
"L7","SV","Liguria","Salute","EndoBase","ENDOSCOPIA","Olympus"
"L8","MI","Lombardia","Salute","Dbms oracle","Endox","Tesi"
"L8","MI","Lombardia","Salute","Mysql","Endox","Tesi"
"L7","VE","Veneto","Salute","Microsft SQL","Endox","Tesi immaging"
"L8","BG","Lombardia","Salute","DBMS Microsoft Sql Server","Endox - CiEndo","Tesi - Elettronica e sistemi informativi spa"
"L7","SV","Liguria","Salute","Oracle","ENG2","Engineering"
"L7","AQ","Abruzzo","Salute","Rdbms oracle","EOS","Noemalife"
"L34","VI","Veneto","Previdenza e assistenza","Mssqlserver","EPERSONAM","Advenias s.r.l."
"L34","VI","Veneto","Previdenza e assistenza","Mssqlserver","EPERSONAM","Advenias s.r.l."
"L34","RE","Emilia Romagna","Previdenza e assistenza","Mssqlserver","EPERSONAM","Advenias s.r.l."
"L34","RE","Emilia Romagna","Previdenza e assistenza","Mssqlserver","EPERSONAM","Advenias s.r.l."
"L34","TV","Veneto","Previdenza e assistenza","Mssqlserver","EPERSONAM","Advenias s.r.l."
"L34","VI","Veneto","Previdenza e assistenza","POSTRESQL","EPERSONAM ASS DOM","Advenias s.r.l."
"L34","VI","Veneto","Previdenza e assistenza","POSTRESQL","EPERSONAM ASS DOM","Advenias s.r.l."
"L34","RE","Emilia Romagna","Previdenza e assistenza","POSTRESQL","EPERSONAM ASS DOM","Advenias s.r.l."
"L34","RE","Emilia Romagna","Previdenza e assistenza","POSTRESQL","EPERSONAM ASS DOM","Advenias s.r.l."
"L34","PD","Veneto","Previdenza e assistenza","POSTRESQL","EPERSONAM WEB","Advenias s.r.l."
"L34","VI","Veneto","Previdenza e assistenza","POSTRESQL","EPERSONAM WEB","Advenias s.r.l."
"L34","RE","Emilia Romagna","Previdenza e assistenza","POSTRESQL","EPERSONAM WEB","Advenias s.r.l."
"L34","RE","Emilia Romagna","Previdenza e assistenza","POSTRESQL","EPERSONAM WEB","Advenias s.r.l."
"L34","VI","Veneto","Previdenza e assistenza","POSTRESQL","EPERSONAM WEB","Advenias s.r.l."
"L8","CR","Lombardia","Salute","Dbms oracle","EPI","Regione Lombardia ha dato mandato alla società in-house Lombardia Informatica lo sviluppo e la manutenzione dell'applicativo."
"L7","PI","Toscana","Salute","Dbms oracle","Estensa","Fuji-Esaote"
"L8","MI","Lombardia","Salute","Dbms oracle","ERis","Exprivia Healthcare IT S.p.A."
"L7","LO","Lombardia","Contabilità","Dbms oracle","ERP","Santer - Reply"
"L8","PV","Lombardia","Salute","Dbms oracle","ERP - Oracle Application","Reply/Santer"
"L7","AQ","Abruzzo","Salute","RDDMS proprietario Mortara","Escribe","Mortara Rangoni"
"L8","TR","Umbria","Salute","Access","E-Scribe","Mortara"
"L7","AO","Valle D'Aosta","Salute","Mdb access","E-Scribe","Mortara"
"L7","BI","Piemonte","Salute","Microsoft SQL Server 2005","Estensa","Estensa"
"L8","PZ","Basilicata","Salute","DBMS Sql","Estensa","Esaote"
"L7","PZ","Basilicata","Salute","DBMS Sql","Estensa","Esaote"
"L7","TR","Umbria","Salute","Mysql","Estratto conto fornitore","Systems Technology"
"L7","PG","Umbria","Salute","Mysql","Estratto conto fornitore","Systems Technology"
"L7","BI","Piemonte","Salute","Microsoft Sql Server 2000","EUROTOUCH","EUROTOUCH"
"L7","CA","Sardegna","Salute","Sqlserver","Eurotouch","Meteda"
"L7","CA","Sardegna","Salute","Sqlserver","Eurotouch","Meteda"
"L7","CA","Sardegna","Salute","Sqlserver","Eurotouch","Meteda"
"L8","AL","Piemonte","Salute","Sqlserver","Eurotouch","Meteda srl"
"L7","TO","Piemonte","Salute","Sqlserver","Eurotouch","Meteda srl"
"L7","BS","Lombardia","Bilancio","Dbms oracle","Eusis","GPI s.p.a."
"L8","MI","Lombardia","Bilancio","Dbms oracle","Eusis Cespiti","GPI s.p.a. di Trento"
"L8","MI","Lombardia","Bilancio","Dbms oracle","Eusis Contabilità","GPI s.p.a. di Trento"
"L8","MI","Lombardia","Bilancio","Dbms oracle","Eusis FlowDoc","GPI s.p.a. di Trento"
"L8","MI","Lombardia","Salute","Dbms oracle","Eusis Galenica","GPI s.p.a. di Trento"
"L8","MI","Lombardia","Altro: processo aziendale interno","Dbms oracle","Eusis Gest","GPI s.p.a. di Trento"
"L8","MI","Lombardia","Bilancio","Dbms oracle","Eusis Magazzino","GPI s.p.a. di Trento"
"L8","MI","Lombardia","Salute","Dbms oracle","Eusis Pharma","GPI s.p.a. di Trento"
"L8","MI","Lombardia","Bilancio","Dbms oracle","Eusis Richieste","GPI s.p.a. di Trento"
"L8","MI","Lombardia","Bilancio","Dbms oracle","Eusis Status","GPI s.p.a. di Trento"
"L7","MI","Lombardia","Altro: amministrazione","Dbms oracle","EvoFatturaPA","CloudEVO Srl"
"L7","MN","Lombardia","Salute","Dbms sql server","Examianto","STUDIOSOFT INFORMATICA S.r.l."
"L8","TR","Umbria","Salute","Sql server","Factotum","Fly Tecnology"
